AccountCode,Description,SubTotal,TotalTax,TotalAmount,Date,DueDate,Status,Type,CurrencyCode,InvoiceID
111,Pilates Classes ,534.0,0.0,534.0,2019-02-27,2019-03-29,PAID,ACCREC,GBP,a3d2cc35-f27c-4761-9404-28c089f70055
004,self,1777.0,0.0,1777.0,2019-02-26,2019-03-28,PAID,ACCREC,GBP,1a78281e-8070-4910-9a4e-f766ec1ec275
489-2,fax machine ,5.98,0.0,5.98,2019-02-21,2019-03-23,VOIDED,ACCPAY,GBP,fc25cd0e-53ec-4089-8042-c0f4ea7a34cd
408-6,Tudor court service charge,88.27,0.0,88.27,2019-02-28,2019-03-28,PAID,ACCPAY,GBP,bfbf9f41-11f9-411a-a4f6-f0d7aee4ccb5
463,Adobe for reception pc Wootton,15.17,0.0,15.17,2019-03-14,2019-04-14,PAID,ACCPAY,GBP,d3a78bb6-0167-473a-8fc8-32e51132ceec
004,self,2280.0,0.0,2280.0,2019-02-27,2019-03-29,PAID,ACCREC,GBP,80ec12ea-c141-4761-85e5-38637db00355
004,self,1641.0,0.0,1641.0,2019-02-27,2019-03-29,PAID,ACCREC,GBP,e2710074-9b4f-4c9e-b658-6b3d48dca526
005,cons,1568.5,0.0,1568.5,2019-02-28,2019-03-30,PAID,ACCREC,GBP,59f002d8-45d9-4b37-9020-17886bf3085c
740,D J Hutchings - Building works,29984.28,0.0,29984.28,2019-02-27,2019-03-05,PAID,ACCPAY,GBP,c292fd13-1e4a-4d20-9747-83f19cfb558b
015,Orthotics,60.0,0.0,60.0,2019-03-07,2019-03-12,VOIDED,ACCPAY,GBP,94b695cf-b23d-4c5e-be82-15567aaa4e82
015,Orthotics,48.0,0.0,48.0,2019-03-07,2019-03-12,VOIDED,ACCPAY,GBP,3031204f-f43f-4d46-97e3-7204a7d04961
015,Orthotics,94.85,0.0,94.85,2019-03-07,2019-03-12,VOIDED,ACCPAY,GBP,40df875c-2d53-4d76-882d-ab2ef140694c
472-3,Magazines,17.99,0.0,17.99,2019-03-14,2019-04-14,PAID,ACCPAY,GBP,d311f7f4-0bfe-4fe0-a5bd-477197f7e141
401-2,ICO ,2.91,0.0,2.91,2019-03-13,2019-04-13,PAID,ACCPAY,GBP,3e164602-f7b6-431d-8a0d-30f90cc205e0
015,Insoles ,132.0,0.0,132.0,2019-03-08,2019-03-14,VOIDED,ACCPAY,GBP,c5882946-4b79-4c24-b969-4115ea30c506
463,Gmail emails,116.44,0.0,116.44,2019-02-28,2019-03-14,PAID,ACCPAY,GBP,d49f5c32-735d-4b0e-b950-b36d767c799a
400-3,google adwords,500.0,0.0,500.0,2019-03-05,2019-03-14,PAID,ACCPAY,GBP,09c6cf5c-028b-4b67-bf28-78322d580759
400,Loren Business cards,33.18,0.0,33.18,2019-02-25,2019-03-14,PAID,ACCPAY,GBP,2b61162d-0c87-45d6-a408-f417912cd281
475,Uniform  - Rachael B & Charlotte,62.4,0.0,62.4,2019-03-07,2019-03-14,PAID,ACCPAY,GBP,3a5073f1-3f99-488a-8c31-62ed178cd9cf
400,Paeds Price list,34.7,0.0,34.7,2019-03-13,2019-03-14,PAID,ACCPAY,GBP,468947b6-9438-4d68-868a-741e90e9834d
103,Resistance loops ,99.8,0.0,99.8,2019-03-12,2019-03-14,PAID,ACCPAY,GBP,1336d9ca-5808-41fa-9a3c-23171243fa8e
489,Wootton & Moulton Phones,246.38,0.0,246.38,2019-02-01,2019-02-12,PAID,ACCPAY,GBP,03b9e86b-df51-4b5d-b3c0-a55d2614e502
424,Drinks,14.7,0.0,14.7,2019-03-08,2019-03-14,PAID,ACCPAY,GBP,27852007-471e-496f-95b5-8c27d32371ca
424,Drinks,12.3,0.0,12.3,2019-03-08,2019-03-14,PAID,ACCPAY,GBP,c2d8d2c7-668a-4d2e-8e41-be06633e3db7
105,Podiatry consumables ,190.68,0.0,190.68,2019-03-04,2019-03-14,VOIDED,ACCPAY,GBP,400b77e0-d834-42cf-b9a1-e26ac6e98ae1
740,Electrics Ryedale,634.8,0.0,634.8,2019-02-22,2019-03-05,PAID,ACCPAY,GBP,c9e4a7a4-61db-4afc-92c9-af335e856cd7
445,Final bill with Eon - due to be refunded,88.31,0.0,88.31,2019-01-22,2019-02-05,PAID,ACCPAY,GBP,24feb785-aa31-47d4-9c3b-0722639c87fe
015,Insoles ,132.0,0.0,132.0,2019-03-08,2019-03-12,PAID,ACCPAY,GBP,324893e9-07bb-4ba9-adc9-a093385b58c8
740,2nd stage Ryedale,5397.9,0.0,5397.9,2019-03-08,2019-03-14,PAID,ACCPAY,GBP,eba2d096-9118-4c4b-b929-b8ae98e80351
740,Project management for Ryedale,468.0,0.0,468.0,2019-02-28,2019-03-12,PAID,ACCPAY,GBP,de92aa1b-d315-46ef-8c21-21d4f65a792b
109,Moulton community centre - room hire,195.0,0.0,195.0,2019-03-05,2019-03-08,PAID,ACCPAY,GBP,b39b04a7-17e8-49b8-85b0-f42119a3b2dd
103,heat packs (lavender),28.8,0.0,28.8,2019-03-11,2019-03-18,PAID,ACCPAY,GBP,988b5392-729a-4c8a-8d17-557e24cccb34
401-1,pdq charges,279.81,0.0,279.81,2019-02-28,2019-03-15,PAID,ACCPAY,GBP,cf842cb0-ddf4-46cc-afe3-37f56c7de428
401-1,Bank charges,30.07,0.0,30.07,2019-03-18,2019-03-18,PAID,ACCPAY,GBP,f85f3050-afa2-48e7-a610-864d8b528558
401-1,pdq charges,317.99,0.0,317.99,2019-02-28,2019-03-15,PAID,ACCPAY,GBP,1793272c-9612-4592-b6b7-eb89666e587f
004,self,2057.0,0.0,2057.0,2019-02-26,2019-03-28,PAID,ACCREC,GBP,fb30b284-277e-489e-936b-779d2907de37
463,Adobe for reception pc Moulton,15.17,0.0,15.17,2019-03-14,2019-04-14,PAID,ACCPAY,GBP,cad7b280-024f-4c42-86c6-3aec243231f1
480,Course fees - Tommy,677.78,0.0,677.78,2019-03-08,2019-03-18,PAID,ACCPAY,GBP,0cd78149-aaaf-4eed-bbd4-631e6e7fd943
740,Architecture fees for link of building,1800.0,0.0,1800.0,2019-03-15,2019-03-18,PAID,ACCPAY,GBP,9bc624ca-adda-43c8-9eec-0315ee6a09f1
409-3,HR & Health & Safety,295.2,0.0,295.2,2019-03-18,2019-04-30,PAID,ACCPAY,GBP,f698795c-2a24-488a-a94e-e96f1c89e7da
005,cons,1576.0,0.0,1576.0,2019-02-28,2019-03-30,PAID,ACCREC,GBP,a4652085-1b6e-4f56-af88-69d4c5df374a
005,cons,1200.0,0.0,1200.0,2019-03-01,2019-03-31,PAID,ACCREC,GBP,2015c941-4a64-4975-bed3-84358388756f
005,cons,814.0,0.0,814.0,2019-03-02,2019-04-01,PAID,ACCREC,GBP,c7e58f84-8892-4333-a4eb-77ca6e25c83a
005,cons,333.0,0.0,333.0,2019-03-02,2019-04-01,PAID,ACCREC,GBP,580053da-1444-4a11-9ba5-c76a505626e7
111,Pilates classes,156.0,0.0,156.0,2019-02-28,2019-03-30,PAID,ACCREC,GBP,f66bec1f-ec30-4855-94ec-ce205fb44caa
004,self,23.0,0.0,23.0,2019-02-28,2019-03-30,PAID,ACCREC,GBP,ef1980b4-7d37-4ae8-83bf-d81111e2672b
004,self,1477.0,0.0,1477.0,2019-03-04,2019-04-03,PAID,ACCREC,GBP,fdda9ab5-a20b-4343-805d-08351a26c2b6
004,slf,1801.98,0.0,1801.98,2019-03-04,2019-04-03,PAID,ACCREC,GBP,ee250453-9cc8-47cd-9939-4d20ae8128f1
004,self,2109.0,0.0,2109.0,2019-03-05,2019-04-04,PAID,ACCREC,GBP,7bae7d56-6ca7-4b25-9039-3820cf731a09
445,Wootton Gas,124.88,0.0,124.88,2019-03-10,2019-03-12,PAID,ACCPAY,GBP,54ca46a6-8f04-4371-acc6-94b950a02838
004,self,1730.0,0.0,1730.0,2019-03-06,2019-04-05,PAID,ACCREC,GBP,8cbec7de-9ec2-45e3-8482-ad53342132c8
111,pilates,48.0,0.0,48.0,2019-03-06,2019-04-05,PAID,ACCREC,GBP,82ecf802-50f3-42e9-a568-ade32992ac87
475,Sam Uniform,107.99,0.0,107.99,2019-03-12,2019-03-14,PAID,ACCPAY,GBP,41675387-2f5e-4b2a-8ea4-dd63660c8774
005,cons,1425.0,0.0,1425.0,2019-03-07,2019-04-06,PAID,ACCREC,GBP,6b7cc4ab-295d-4d6c-8d9c-91d88d387194
111,Pilates,79.0,0.0,79.0,2019-03-07,2019-04-06,PAID,ACCREC,GBP,f3a7b9f6-9b7f-4f4a-8034-a625053af37e
005,cons,1541.0,0.0,1541.0,2019-03-07,2019-04-06,PAID,ACCREC,GBP,926532f2-955c-48e1-8704-ca44532750b1
485,AACP Membership Richard,6.87,0.0,6.87,2019-03-20,2019-04-20,PAID,ACCPAY,GBP,2669c39a-dfb2-414a-b0ac-a7ba1e1309d4
433,Business insurance,70.41,0.0,70.41,2019-03-16,2019-04-16,PAID,ACCPAY,GBP,bc413e3e-32a7-4b4a-8dd6-f379bc4eee58
433-7,Management Liability Insurance,14.66,0.0,14.66,2019-03-15,2019-04-15,PAID,ACCPAY,GBP,69b52218-4dbd-4334-9e9e-79a01a1ece96
489-2,fax machine ,5.98,0.0,5.98,2019-03-21,2019-04-20,PAID,ACCPAY,GBP,52f59de6-b434-4791-a262-dcd8934dbce3
469,Rent,1100.0,0.0,1100.0,2019-03-15,2019-03-15,PAID,ACCPAY,GBP,83b1adc2-7413-40cd-afe5-757aa14dc269
463,Invoice 966552,3.76,0.0,3.76,2019-03-20,2019-04-20,PAID,ACCPAY,GBP,2487d049-3f65-4642-9b6f-2493fd8120e3
463,Invoice 964114,3.76,0.0,3.76,2019-03-17,2019-04-17,PAID,ACCPAY,GBP,f96aefd9-b976-4923-b214-67aca11b0a6b
463,Invoice 961945,3.76,0.0,3.76,2019-03-19,2019-04-19,PAID,ACCPAY,GBP,7bc71d2d-13b4-492a-b892-a3dce526dec8
103,Resistance bands,136.47,0.0,136.47,2019-03-04,2019-03-12,VOIDED,ACCPAY,GBP,017b92b0-7a12-4d1e-a580-9b00d44c4d4e
101,Acupuncture Needles,37.59,0.0,37.59,2019-02-14,2019-02-26,VOIDED,ACCPAY,GBP,81508024-a8b1-46a6-aadc-dccb61a9505d
413-5,Web cam ,15.99,0.0,15.99,2019-03-12,2019-03-21,PAID,ACCPAY,GBP,2365608e-729c-4aa9-9e6f-750ecd5cbd1a
419,Gift for Kelly,22.5,0.0,22.5,2019-03-14,2019-03-21,PAID,ACCPAY,GBP,ec03ba99-c84c-4b88-b9fe-358ce78e8a55
413-2,Bins ,49.5,0.0,49.5,2019-03-12,2019-03-21,PAID,ACCPAY,GBP,6f922686-fa1a-4272-ac19-5e2ebfca9a1c
472-5,Milk & Juice,2.65,0.0,2.65,2019-03-14,2019-03-21,PAID,ACCPAY,GBP,f8491696-5dca-4182-8eda-8713d03add1e
433-4,insurance ,38.85,0.0,38.85,2019-03-23,2019-04-23,PAID,ACCPAY,GBP,8473304b-9fe8-4acc-91d4-221894af5c19
005,cons,2438.0,0.0,2438.0,2019-03-08,2019-04-07,PAID,ACCREC,GBP,e67cefdc-414c-4b5b-b9bf-bbec041e882a
005,cons,2150.0,0.0,2150.0,2019-03-08,2019-04-07,PAID,ACCREC,GBP,6558e356-d490-4e8b-9eaf-bd80dab9526e
005,cons,1278.0,0.0,1278.0,2019-03-09,2019-04-08,PAID,ACCREC,GBP,85eb0306-bd67-4db9-a91f-24ab4e0d5691
014,occ,336.0,0.0,336.0,2019-03-09,2019-04-08,PAID,ACCREC,GBP,d578227b-287f-4f7f-94f8-ab4c21fbc1c8
740,Invoice 7980,306.6,0.0,306.6,2019-03-14,2019-03-21,PAID,ACCPAY,GBP,e95b7746-e148-4c4b-86d7-ed3d443f9c00
740,Front elevation 1st fix,420.0,0.0,420.0,2019-02-26,2019-03-21,PAID,ACCPAY,GBP,f2e2a583-e5e8-46bc-85b0-fae852d8f4ec
466,Water rates,48.87,0.0,48.87,2019-03-16,2019-03-21,PAID,ACCPAY,GBP,b84a2cdc-84a2-4f41-a027-3d2aae7e13ff
463,Added Memory to Google drives ,1.59,0.0,1.59,2019-03-24,2019-04-24,PAID,ACCPAY,GBP,a7b77f5c-e71e-46a8-a8bc-cb34d537fc08
011,pods,1968.5,0.0,1968.5,2019-03-11,2019-04-10,PAID,ACCREC,GBP,b0630c10-4aa5-4326-bc5b-d282c692e717
005,cons,1816.5,0.0,1816.5,2019-03-11,2019-04-10,PAID,ACCREC,GBP,b8db7649-3b5d-4291-b807-fe7fe3315cbe
463,365 licences ,56.4,0.0,56.4,2019-03-22,2019-04-22,PAID,ACCPAY,GBP,7d59dd7b-cca8-45be-8625-f998e1a8ad7b
401-2,Oct 18 to Sept 19,43.47,0.0,43.47,2019-03-24,2019-04-24,PAID,ACCPAY,GBP,f51534ca-5121-441b-b6e5-a9adf88abcbb
472-5,Milk,0.9,0.0,0.9,2019-03-12,2019-03-27,PAID,ACCPAY,GBP,5a3c812e-ff90-4c1f-9020-d57a8a1fcaf0
472-6,Postage,14.94,0.0,14.94,2019-03-13,2019-03-27,PAID,ACCPAY,GBP,8d842886-b0d9-4fa4-aee8-8a732933e52f
472-5,Milk,2.7,0.0,2.7,2019-03-16,2019-03-27,PAID,ACCPAY,GBP,46606362-74ae-4b3b-bfab-9a8ce60ae951
101,Underwrap/heel lifts/leuco p tape,83.96,0.0,83.96,2019-03-18,2019-03-27,PAID,ACCPAY,GBP,429e8ebf-c582-400b-8971-30a1ac158e63
472-5,Milk & Stamps ,8.46,0.0,8.46,2019-03-19,2019-03-27,PAID,ACCPAY,GBP,52c6aaf4-afd4-417f-86f4-e579f1cf1d15
424,Meeting Lunch,3.5,0.0,3.5,2019-03-19,2019-03-27,PAID,ACCPAY,GBP,7d86823f-bd3c-4690-a252-70d2591ba29c
408-2,Laundry,175.44,0.0,175.44,2019-03-19,2019-03-27,PAID,ACCPAY,GBP,131436a6-1404-4620-8a9f-65cfdf10a40a
472-6,Postage,8.31,0.0,8.31,2019-03-20,2019-03-27,PAID,ACCPAY,GBP,58adcdc4-9880-4188-957f-6da3fda6a11f
011,pods,2701.0,0.0,2701.0,2019-03-12,2019-04-11,PAID,ACCREC,GBP,998b79c3-14f2-48b1-97ab-658510fc0ff4
111,Pilates Classes,60.0,0.0,60.0,2019-03-13,2019-04-12,PAID,ACCREC,GBP,3a853c84-3b59-4aa7-ad3f-7eed6d672fcf
111,Pilates,48.0,0.0,48.0,2019-03-12,2019-04-11,PAID,ACCREC,GBP,76a05bd3-0bb9-4d85-bb6f-acdf026de839
419,Staff Gifts,31.99,0.0,31.99,2019-03-18,2019-03-27,PAID,ACCPAY,GBP,d5ec0a3f-33f3-4151-9973-527d52686da9
740,Building work,14057.34,0.0,14057.34,2019-03-21,2019-03-27,PAID,ACCPAY,GBP,36e0b568-a09d-4bc1-828c-155c7bd346d1
413-2,Tens Machine & Pads,42.5,0.0,42.5,2019-03-19,2019-03-27,PAID,ACCPAY,GBP,5b170cdc-336f-4dab-a4f3-4daca8a6d1b0
413-5,Kettle ,24.75,0.0,24.75,2019-03-20,2019-03-27,PAID,ACCPAY,GBP,232afffa-b670-46b6-b2f5-b1c08c276ad2
103,K Tape,230.4,0.0,230.4,2019-03-22,2019-03-27,PAID,ACCPAY,GBP,edb774a1-7a25-450b-b2ef-910d0ad107d6
472-6,Stamps,13.92,0.0,13.92,2019-03-22,2019-03-27,PAID,ACCPAY,GBP,97814a85-b838-4bb3-8ce7-5d36c3cf8763
472-5,Milk,0.9,0.0,0.9,2019-03-25,2019-03-27,PAID,ACCPAY,GBP,e73a339e-1760-4c95-bae4-eb6fb854c4be
103,Heat packs,28.8,0.0,28.8,2019-03-11,2019-03-27,VOIDED,ACCPAY,GBP,459c23af-342a-4f11-8f8a-0dbe08409fa6
103,Heat packs ,28.8,0.0,28.8,2019-03-11,2019-03-27,VOIDED,ACCPAY,GBP,794b9376-efc3-4bc9-8dde-87eeb852d8c9
740,Architects fees,1800.0,0.0,1800.0,2019-03-15,2019-03-27,VOIDED,ACCPAY,GBP,f5a6ce91-926e-43f8-b288-f35b399e88c2
103,Resistance loops,99.8,0.0,99.8,2019-03-14,2019-03-27,VOIDED,ACCPAY,GBP,60f9bdf5-91e4-4305-a202-0510915d6769
475,Uniform Tommy,62.4,0.0,62.4,2019-03-25,2019-03-27,PAID,ACCPAY,GBP,bd0e38c5-9b6c-4a33-8e64-f1affa259f6d
109,Pilates room hire,270.0,0.0,270.0,2019-03-27,2019-03-27,PAID,ACCPAY,GBP,2c246605-cc2d-4a64-8147-01a296ac2f27
408-4,Window cleaning,48.0,0.0,48.0,2019-03-23,2019-03-27,PAID,ACCPAY,GBP,14b8cf0c-2bb8-4dd7-8568-b6b98a225e1e
603,indemnity policy,900.8,0.0,900.8,2019-03-25,2019-03-27,PAID,ACCPAY,GBP,78114409-2507-4466-8209-84f6e0b9df9b
740,Plumbing Ryedale,4000.0,0.0,4000.0,2019-03-25,2019-03-27,PAID,ACCPAY,GBP,bf258674-86f8-4780-b18d-fb1735610b64
461-3,hand towels/couch roll/toilet rolls ,288.02,0.0,288.02,2019-03-15,2019-03-27,PAID,ACCPAY,GBP,28c5fb2e-f62a-4727-b9c8-33f7434de236
461-3,Couch Roll ,42.14,0.0,42.14,2019-03-25,2019-03-27,PAID,ACCPAY,GBP,a065461f-c942-43be-acb5-3dae973c6866
461-3,Ink Moulton,115.56,0.0,115.56,2019-03-25,2019-03-27,PAID,ACCPAY,GBP,3fca47ca-620b-4b31-a2ce-bc162451ee34
101,Couch roll hand towels,83.35,0.0,83.35,2019-03-11,2019-03-27,PAID,ACCPAY,GBP,031a162b-acf2-4e80-bdca-ce249ee03868
408-5,Moulton Bins,108.72,0.0,108.72,2019-02-28,2019-03-05,PAID,ACCPAY,GBP,12b23f9f-99c7-4288-87de-06b896bdd53a
004,self,2051.0,0.0,2051.0,2019-03-13,2019-04-12,PAID,ACCREC,GBP,e8b2fa8e-919f-49bb-a4aa-e989843ffa77
004,self,2151.0,0.0,2151.0,2019-03-13,2019-04-12,PAID,ACCREC,GBP,50206da4-f913-43df-81cb-f2ff0b45430f
408-7,Waste collection Wootton,69.0,0.0,69.0,2019-03-01,2019-03-08,PAID,ACCPAY,GBP,e54ced40-0ea9-4a00-b6be-7afd48e96f5b
458,Building control ,360.0,0.0,360.0,2019-01-17,2019-01-21,PAID,ACCPAY,GBP,2b351cde-4dcd-4cb7-92a8-46ced034184f
424,Midlands Business Awards,210.0,0.0,210.0,2018-12-18,2018-12-20,PAID,ACCPAY,GBP,2251642a-6443-447a-ab3e-ab13c8d17aeb
111,Pilates,22.0,0.0,22.0,2019-03-14,2019-04-13,PAID,ACCREC,GBP,753fe9f6-b702-470a-a3eb-1b896564d31c
005,cons,1812.6,0.0,1812.6,2019-03-14,2019-04-13,PAID,ACCREC,GBP,567a8d70-8f20-48d1-b24c-473c19d0857a
008,voucher,2979.5,0.0,2979.5,2019-03-12,2019-04-11,PAID,ACCREC,GBP,28445ec5-c82b-40a7-8865-76731f236151
445,Wootton Elec,91.4,0.0,91.4,2019-03-14,2019-03-15,PAID,ACCPAY,GBP,e93e312b-d865-40b3-ba1d-2cc04513a15c
005,cons,1352.0,0.0,1352.0,2019-03-14,2019-04-13,PAID,ACCREC,GBP,665e0bca-2c9d-4481-9d2b-77dfa87e4262
408-1,cleaning,300.0,0.0,300.0,2019-03-04,2019-03-05,PAID,ACCPAY,GBP,487f66e8-bc6d-4b13-8912-f0c1e8bced5b
433-10,Insurance through Leighton consultants Wootton,24.07,0.0,24.07,2019-03-28,2019-04-28,PAID,ACCPAY,GBP,7d3e5ed2-411e-4d49-893c-2ad1de04b26b
463,Dropbox annual fee,6.58,0.0,6.58,2019-03-30,2019-04-30,PAID,ACCPAY,GBP,efeccf0b-8555-415a-927b-ad1f50d34f25
463,Website hosting inv 181248,14.0,0.0,14.0,2019-03-30,2019-04-30,PAID,ACCPAY,GBP,83624649-59a7-4979-9807-ddf0b888ed35
413-1,Adobe for Emma Laptop,15.17,0.0,15.17,2019-03-28,2019-04-01,PAID,ACCPAY,GBP,b19b087c-60ef-4a5c-81c7-8d38be631afd
419,Retirement gift Andrew,23.99,0.0,23.99,2019-03-26,2019-03-27,PAID,ACCPAY,GBP,1a791072-022d-4a33-8042-b81bfa7688cf
485,Richard CSP Membership,30.44,0.0,30.44,2019-03-01,2019-04-01,PAID,ACCPAY,GBP,6854e1e1-7e26-49c9-9f8b-9c867d00b531
002,pmi,597.0,0.0,597.0,2019-03-16,2019-04-15,PAID,ACCREC,GBP,38c09674-a3c3-4c29-a5e6-0ededf710475
005,cons,1754.0,0.0,1754.0,2019-03-15,2019-04-14,PAID,ACCREC,GBP,f300759b-14a9-4f3f-812b-d0e9702da09c
004,self,1955.0,0.0,1955.0,2019-03-18,2019-04-17,PAID,ACCREC,GBP,37aac158-542f-45ef-a808-2998c2d18c9e
004,self,212.0,0.0,212.0,2019-03-16,2019-04-15,PAID,ACCREC,GBP,63394510-8d63-4174-a736-aea1c69c2b9e
004,self,23.0,0.0,23.0,2019-03-18,2019-04-17,PAID,ACCREC,GBP,bb060176-43cb-4105-bb55-cff6d6639d3f
004,self,1993.0,0.0,1993.0,2019-03-18,2019-04-17,PAID,ACCREC,GBP,5295f65e-a3fb-40a1-a0fa-ee1d72c68e65
408-3,Alcohol wipes,29.46,0.0,29.46,2019-03-28,2019-04-02,PAID,ACCPAY,GBP,ea8a4245-a5c5-4210-a3e1-0fc76bf0d3af
400,Price lists M/W,81.7,0.0,81.7,2019-03-29,2019-04-03,PAID,ACCPAY,GBP,6f16a660-3f10-40b1-8087-46bbff32258c
011,pods,2454.0,0.0,2454.0,2019-03-19,2019-04-18,PAID,ACCREC,GBP,7de243da-81a2-4fcd-9f32-414f29658dc7
111,Pilates classes,48.0,0.0,48.0,2019-03-19,2019-04-18,PAID,ACCREC,GBP,c5ad5ddc-db97-4a56-8b3d-68cd14e301c3
463,Practice pal fees,639.25,0.0,639.25,2019-03-29,2019-04-03,PAID,ACCPAY,GBP,0c20cb3e-57c5-44f7-8503-c42dafe1f065
489-1,Answer service ,330.72,0.0,330.72,2019-03-01,2019-04-03,PAID,ACCPAY,GBP,af5b38e8-4190-450c-ade4-06de720d3d96
472-6,Postage,0.44,0.0,0.44,2019-03-29,2019-04-03,PAID,ACCPAY,GBP,d5cd2dfe-e15d-41c8-878d-3eb7c9b07c9a
424,Meeting lunch,15.5,0.0,15.5,2019-03-29,2019-04-03,PAID,ACCPAY,GBP,febbeed7-4142-433c-b414-05aae889f4cc
472-5,Milk,1.45,0.0,1.45,2019-03-29,2019-04-03,PAID,ACCPAY,GBP,76263647-f013-4688-98fe-731c7caa385a
472-5,Milk,0.9,0.0,0.9,2019-03-29,2019-04-03,PAID,ACCPAY,GBP,e78da659-ed03-4161-a3d8-db4d539f02a8
150,Andrew pay Mar 19,114.0,0.0,114.0,2019-03-31,2019-04-03,PAID,ACCPAY,GBP,1c26e865-f155-4a24-8488-4a7a2b3a493f
150,Katie pay Mar 19,829.0,0.0,829.0,2019-03-31,2019-04-03,PAID,ACCPAY,GBP,ff23f201-6465-48cd-aa3d-88056228de1f
445,moulton Gas ,151.39,0.0,151.39,2019-03-18,2019-04-03,PAID,ACCPAY,GBP,b446de1f-be25-40c4-9c96-de0bddbbfdb8
014,occ,2192.5,0.0,2192.5,2019-03-19,2019-04-18,PAID,ACCREC,GBP,f17d8337-0bfa-4ee1-a170-cdc00c19d12d
489,Telphones & internet,155.7,0.0,155.7,2019-03-28,2019-04-02,PAID,ACCPAY,GBP,466d9472-d5d1-4195-bd21-ed3279e025f2
400-2,Design work,720.0,0.0,720.0,2019-03-30,2019-04-02,PAID,ACCPAY,GBP,560fea0f-fd23-430b-a84f-dcae6fa39788
008,voucher,2352.5,0.0,2352.5,2019-03-20,2019-04-19,PAID,ACCREC,GBP,37ff8c2f-39d3-4d2a-9386-02a8d51952cd
005,cons,2060.5,0.0,2060.5,2019-03-20,2019-04-19,PAID,ACCREC,GBP,6aaddfae-f73e-4aee-9c42-d07947005817
111,Pilates classes,67.0,0.0,67.0,2019-03-20,2019-04-19,PAID,ACCREC,GBP,c6ec25cf-0fd1-45e5-9769-ef780b9d945f
463,emails ,121.45,0.0,121.45,2019-03-31,2019-04-02,PAID,ACCPAY,GBP,e9565705-d737-4e8f-b3e0-1f05e416906a
600,Ryedale Gas,33.69,0.0,33.69,2019-03-22,2019-04-03,PAID,ACCPAY,GBP,70cc6362-6929-4209-913f-a46c07e58fe8
005,cons,1310.0,0.0,1310.0,2019-03-21,2019-04-20,PAID,ACCREC,GBP,e9dc8785-a46a-4481-8bf3-44278abb1ff4
111,Pilates,34.0,0.0,34.0,2019-03-21,2019-04-20,PAID,ACCREC,GBP,f31de78e-932b-4ab4-9020-4d8469bdc070
005,cons,1514.0,0.0,1514.0,2019-03-21,2019-04-20,PAID,ACCREC,GBP,99459e17-e05f-44d1-9272-9cdec6306c7c
005,cons,2102.5,0.0,2102.5,2019-03-22,2019-04-21,PAID,ACCREC,GBP,00990d20-ef42-48d9-bdce-8f493848a9fb
005,cons,1987.5,0.0,1987.5,2019-03-22,2019-04-21,PAID,ACCREC,GBP,44d1c6c6-8b7e-4c36-a320-d9b189d35a3a
005,cons,863.0,0.0,863.0,2019-03-23,2019-04-22,PAID,ACCREC,GBP,177b92eb-5d22-4d7a-b3ec-5d5d4cfaf6bd
002,pmi,616.0,0.0,616.0,2019-03-23,2019-04-22,PAID,ACCREC,GBP,ab97407e-e9e4-4a7f-84b8-fa78bdd096d1
008,vouchers,1891.5,0.0,1891.5,2019-03-25,2019-04-24,PAID,ACCREC,GBP,6c99821e-30a0-41c7-9266-27bc859023fd
111,Pilates,36.0,0.0,36.0,2019-03-26,2019-04-25,PAID,ACCREC,GBP,b6633790-aff9-45ce-b420-299826f8ff42
005,cons,1683.0,0.0,1683.0,2019-03-25,2019-04-24,PAID,ACCREC,GBP,d0464577-cffb-476e-8734-600d97d51077
004,self,2680.5,0.0,2680.5,2019-03-26,2019-04-25,PAID,ACCREC,GBP,f1cb9360-c8bf-4ded-b922-412a39b2d4da
412,Management fees,500.0,0.0,500.0,2019-03-25,2019-04-02,VOIDED,ACCPAY,GBP,884c97dd-dc0b-46a1-8154-3a1f605c9f19
011,pods,1973.0,0.0,1973.0,2019-03-26,2019-04-25,PAID,ACCREC,GBP,6758673a-e0a3-4581-9104-ad32b1901b6f
004,self,2283.0,0.0,2283.0,2019-03-27,2019-04-26,PAID,ACCREC,GBP,b4de3255-13a7-46a5-9a64-218aff1ba6aa
111,Pilates classes,36.0,0.0,36.0,2019-03-28,2019-04-27,PAID,ACCREC,GBP,ca2049cf-2c3c-4262-b54e-262f1b8eaaf6
004,self,2006.0,0.0,2006.0,2019-03-27,2019-04-26,PAID,ACCREC,GBP,90ba7dfa-c910-4421-8a30-4a61b26ea2a7
111,pilates ,96.0,0.0,96.0,2019-03-27,2019-04-26,PAID,ACCREC,GBP,78b516af-8c38-4ca7-8ee7-b9725e951c90
005,cons,1377.0,0.0,1377.0,2019-03-28,2019-04-27,PAID,ACCREC,GBP,7a10bc57-9b08-42ba-8a42-67849f114034
005,cons,1146.0,0.0,1146.0,2019-03-29,2019-04-28,PAID,ACCREC,GBP,6fd851ce-62d1-47dc-a7c4-4eaa96196819
005,cons,677.0,0.0,677.0,2019-03-30,2019-04-29,PAID,ACCREC,GBP,11df493f-02dc-4638-aa60-36ca65c9a9b5
005,cons,1528.0,0.0,1528.0,2019-03-29,2019-04-28,PAID,ACCREC,GBP,f6e50c73-8ecd-4739-9ddc-bef4acfe273f
