Date,Status,LineAmountType,Narration,AccountCode,LineAmount,Description,ManualJournalID
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-63.5,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-1839.3,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-1328.73,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,825,-1528.02,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,814,-15085.83,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,858,-289.36,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,858,-241.11,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,153,195.84,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,520,23.3,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,476,21.97,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,970,1548.15,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,970,1548.15,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,814,-3096.3,Wootton Payroll - August 2018,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,478,-17.65,Private Medical Insurance Directors,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,476-2,-78.8,SSP,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Wootton Payroll - August 2018,151,-32.34,Private Medical Insurance Therapists,fc933f04-cea8-4e73-90e9-b5abb483a2df
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,478,702.0,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,520-2,3577.29,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476-2,3818.34,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,151,15740.12,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,520-1,326.26,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476-1,185.54,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,152,1542.51,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-179.5,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-2414.7,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-1786.35,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,825,-2054.31,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,814,-18911.32,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,858,-478.91,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,858,-331.62,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,153,245.26,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,520,54.14,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476,32.22,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,970,1548.15,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,970,1548.15,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,814,-3096.3,Moulton Payroll - July 2018,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,478,-17.65,Private Medical Insurance Directors,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-08-31,POSTED,NoTax,Moulton Payroll - August 2018,476-2,-49.32,Private Medical Insurance Reception,ac55e53b-7b9a-46fd-a1ae-d62ac93e824b
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.87,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.86,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,485,14.87,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-30,POSTED,NoTax,CSP Subscriptions - Sam,485,14.86,CSP Subscriptions - Sam,8ba751f2-8fe7-42c0-9e52-974ad4285c40
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,701,-1203.17,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,107,1203.17,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,701,-1329.08,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-09-01,POSTED,NoTax,Reversal: closing stock per client,107,1329.08,closing stock per client,c584dd1c-a835-49ec-93c3-1086ec8c6c99
2018-08-31,POSTED,NoTax,closing stock per client,701,1203.17,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-08-31,POSTED,NoTax,closing stock per client,107,-1203.17,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-08-31,POSTED,NoTax,closing stock per client,701,1329.08,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-08-31,POSTED,NoTax,closing stock per client,107,-1329.08,closing stock per client,e2975afc-f5bc-40b4-be57-1a09f81da8f1
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,478,702.0,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,520-2,3535.44,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,476-2,3530.75,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,154,100.8,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,151,14337.48,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,520-1,320.42,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,476-1,146.26,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,152,1337.72,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-84.0,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-2117.7,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-1569.03,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,825,-1804.4,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,814,-17949.3,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,858,-428.76,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,858,-291.04,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,520,53.31,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,476,27.31,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,153,210.42,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,970,1548.15,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,970,1548.15,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,814,-3096.3,Moulton Payroll - September 2018,eb354ead-1a8a-4e41-8731-e3f437373398
2018-09-30,POSTED,NoTax,Moulton Payroll - September 2018,478,-17.65,Private Medical Insurance Directors,eb354ead-1a8a-4e41-8731-e3f437373398
